N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
177,KODEX 단기채권,"103,430",20,+0.02%,0,"14,623","14,138",0.00,"415,677",N/A,N/A
178,아이에스동서,"47,150",700,-1.46%,500,"14,566","30,893",4.70,"78,426",13.88,8.69
179,DGB금융지주,"8,570",170,-1.95%,"5,000","14,496","169,146",49.41,"381,944",2.88,9.63
180,ESR켄달스퀘어리츠,"6,800",0,0.00%,"1,000","14,490","213,089",53.26,"349,071",48.57,1.34
181,LS ELECTRIC,"48,300",200,+0.42%,"5,000","14,490","30,000",14.76,"30,496",17.10,5.86
182,KODEX 삼성그룹,"8,905",65,-0.72%,0,"14,186","159,300",0.10,"189,620",N/A,N/A
183,KODEX 종합채권(AA-이상)액티브,"103,125",10,-0.01%,0,"14,035","13,610",0.01,"1,480",N/A,N/A
184,롯데리츠,"5,750",70,-1.20%,500,"13,971","242,969",9.38,"102,060",75.66,1.59
185,에스엘,"29,750",600,+2.06%,500,"13,818","46,449",14.04,"244,330",14.87,6.63
186,현대엘리베이,"33,750",950,-2.74%,"5,000","13,775","40,815",29.99,"59,671",12.18,10.62
187,아시아나항공,"18,100",550,-2.95%,"5,000","13,469","74,412",7.81,"303,769",-3.72,-47.21
188,롯데렌탈,"36,750","1,450",-3.80%,"5,000","13,463","36,634",4.67,"122,746",9.97,12.28
189,TIGER 미국필라델피아반도체나스닥,"9,975",400,-3.86%,0,"13,431","134,650",1.42,"2,144,563",N/A,N/A
190,KODEX 2차전지산업,"19,750",85,+0.43%,0,"13,351","67,600",0.71,"1,500,667",N/A,N/A
191,TIGER 2차전지테마,"20,635",265,+1.30%,0,"13,351","64,700",0.99,"2,219,879",N/A,N/A
192,한일시멘트,"19,000",150,-0.78%,500,"13,160","69,262",3.28,"63,485",20.39,5.89
193,DL,"62,500",0,0.00%,"5,000","13,097","20,956",11.79,"41,349",1.51,26.52
194,한국앤컴퍼니,"13,750",250,-1.79%,500,"13,054","94,935",9.74,"30,234",6.59,5.53
195,TIGER MSCI Korea TR,"14,045",185,-1.30%,0,"12,992","92,500",4.76,85,N/A,N/A
196,PI첨단소재,"44,050",350,-0.79%,500,"12,936","29,366",10.23,"45,780",20.22,21.03
197,두산,"77,900",700,-0.89%,"5,000","12,872","16,524",11.29,"90,165",7.88,11.08
198,삼성 레버리지 WTI원유 선물 ETN,"2,455",95,-3.73%,0,"12,373","504,000",0.00,"490,909",N/A,N/A
199,신세계인터내셔날,"34,600",250,+0.73%,"1,000","12,352","35,700",3.70,"248,736",15.04,12.11
200,TIGER 미국테크TOP10 INDXX,"9,985",440,-4.22%,0,"12,321","123,400",0.46,"1,297,085",N/A,N/A
